09/16/1961,Citadel,0,Memphis,40
09/16/1961,Colorado State,0,Utah,40
09/16/1961,Davidson,21,Catawba,15
09/16/1961,Dayton,12,Cincinnati,16
09/16/1961,George Washington,7,Florida State,15
09/16/1961,Hardin-Simmons,0,Tulsa,27
09/16/1961,Iowa State,21,Drake,0
09/16/1961,Kent,8,Xavier,16
09/16/1961,Long Beach State,7,Pacific,12
09/16/1961,Marshall,6,Virginia Military Institute,33
09/16/1961,Northern Arizona,6,New Mexico State,56
09/16/1961,Pittsburgh,10,Miami (Florida),7
09/16/1961,Presbyterian,6,Furman,27
09/16/1961,Richmond,35,West Virginia,26
09/16/1961,San Jose State,14,Brigham Young,13
09/16/1961,Texas-El Paso,6,Utah State,21
09/16/1961,Villanova,33,Miami (Ohio),0
09/16/1961,Wichita State,12,Toledo,7
09/16/1961,William & Mary,6,Virginia Tech,20
09/16/1961,Wyoming,29,Montana,0
09/22/1961,Georgia Tech,27,Southern California,7
09/22/1961,Pacific,0,San Jose State,16
09/22/1961,Western Michigan,14,Detroit Mercy,21
09/23/1961,Alabama,32,Georgia,6
09/23/1961,Arkansas,0,Mississippi,16
09/23/1961,Brigham Young,8,West Texas A&M,55
09/23/1961,Buffalo,24,Boston University,12
09/23/1961,Cincinnati,0,Boston College,23
09/23/1961,Clemson,17,Florida,21
09/23/1961,Colorado State,6,Arizona,28
09/23/1961,Davidson,19,Furman,45
09/23/1961,Dayton,14,Kent,38
09/23/1961,Duke,7,South Carolina,6
09/23/1961,George Washington,17,Citadel,13
09/23/1961,Houston,7,Texas A&M,7
09/23/1961,Idaho,0,Oregon,51
09/23/1961,Indiana,8,Kansas State,14
09/23/1961,Kansas,16,Texas Christian,17
09/23/1961,Louisiana State,3,Rice,16
09/23/1961,Maryland,14,Southern Methodist,6
09/23/1961,Memphis,48,Tulsa,12
09/23/1961,Miami (Florida),14,Kentucky,7
09/23/1961,Montana,6,Utah State,54
09/23/1961,Navy,10,Penn State,20
09/23/1961,New Mexico State,7,New Mexico,41
09/23/1961,North Carolina State,14,Wyoming,15
09/23/1961,North Dakota,0,Nebraska,33
09/23/1961,North Texas,9,Hardin-Simmons,7
09/23/1961,Oklahoma State,7,Iowa State,14
09/23/1961,Purdue,13,Washington,6
09/23/1961,Richmond,6,Army,24
09/23/1961,Syracuse,19,Oregon State,8
09/23/1961,Texas,28,California,3
09/23/1961,Texas Tech,0,Mississippi State,6
09/23/1961,Tulane,7,Stanford,9
09/23/1961,UCLA,19,Air Force,6
09/23/1961,Utah,0,Wisconsin,7
09/23/1961,Virginia Military Institute,0,Villanova,22
09/23/1961,Wake Forest,0,Baylor,31
09/23/1961,Washington State,6,Missouri,28
09/23/1961,West Virginia,6,Vanderbilt,16
09/23/1961,Wichita State,7,Arizona State,21
09/23/1961,William & Mary,6,Virginia,21
09/23/1961,Xavier,0,Miami (Ohio),3
09/29/1961,Pacific,40,San Diego,7
09/29/1961,Penn State,8,Miami (Florida),25
09/29/1961,Southern Methodist,16,Southern California,21
09/29/1961,Virginia Military Institute,8,Richmond,6
09/29/1961,Xavier,8,Detroit Mercy,34
