08/26/1990,Colorado,31,Tennessee,31
08/31/1990,Southern California,34,Syracuse,16
09/01/1990,Arkansas State,24,Memphis,24
09/01/1990,Baylor,0,Nebraska,13
09/01/1990,Brigham Young,30,Texas-El Paso,10
09/01/1990,Central Michigan,17,Kentucky,20
09/01/1990,Colorado State,35,Air Force,33
09/01/1990,Delta State,0,Southern Mississippi,12
09/01/1990,Duke,10,South Carolina,21
09/01/1990,Eastern Illinois,17,Northern Illinois,28
09/01/1990,Eastern Michigan,10,Fresno State,41
09/01/1990,Illinois State,7,Akron,17
09/01/1990,Kent,24,West Virginia,35
09/01/1990,Long Beach State,0,Clemson,59
09/01/1990,Louisiana Tech,17,East Carolina,27
09/01/1990,Louisiana-Lafayette,48,Tulane,6
09/01/1990,Louisville,10,San Jose State,10
09/01/1990,Miami (Ohio),0,North Carolina,34
09/01/1990,Missouri State,31,Nevada-Las Vegas,24
09/01/1990,Montana,22,Oregon State,15
09/01/1990,New Mexico,29,New Mexico State,12
09/01/1990,Ohio,3,Pittsburgh,35
09/01/1990,Pacific,7,Tennessee,55
09/01/1990,Sonoma State,24,Fullerton State,38
09/01/1990,Temple,23,Wyoming,38
09/01/1990,Texas A&M,28,Hawaii,13
09/01/1990,Tulsa,3,Oklahoma State,10
09/01/1990,Utah,19,Utah State,0
09/01/1990,Virginia,59,Kansas,10
09/01/1990,Virginia Tech,13,Maryland,20
09/01/1990,Wake Forest,17,Rice,33
09/01/1990,Washington State,21,Texas Christian,3
09/01/1990,Western Carolina,0,North Carolina State,67
09/02/1990,Bowling Green State,34,Cincinnati,20
09/06/1990,Stanford,17,Colorado,21
09/08/1990,Akron,38,Kent,10
09/08/1990,Appalachian State,12,Wake Forest,23
09/08/1990,Ball State,13,Illinois State,3
09/08/1990,Baylor,13,Arizona State,34
09/08/1990,Boston College,6,Pittsburgh,29
09/08/1990,Bowling Green State,7,Virginia Tech,21
09/08/1990,California,28,Wisconsin,12
09/08/1990,Cincinnati,0,Central Michigan,34
09/08/1990,Clemson,7,Virginia,20
09/08/1990,Duke,27,Northwestern,24
09/08/1990,East Carolina,24,Florida State,45
09/08/1990,Fullerton State,17,Auburn,38
09/08/1990,Georgia,13,Louisiana State,18
09/08/1990,Hawaii,3,Air Force,27
09/08/1990,Illinois,16,Arizona,28
09/08/1990,Kentucky,8,Rutgers,24
09/08/1990,Long Beach State,13,Utah State,27
09/08/1990,Louisiana Tech,51,McNeese State,3
09/08/1990,Louisiana-Monroe,18,Arkansas State,23
09/08/1990,Maryland,14,West Virginia,10
09/08/1990,Memphis,21,Mississippi,23
09/08/1990,Miami (Florida),21,Brigham Young,28
09/08/1990,Missouri State,28,Tulsa,41
09/08/1990,Montana State,5,Colorado State,41
09/08/1990,Murray State,0,Louisville,68
09/08/1990,Nevada-Las Vegas,9,Houston,37
09/08/1990,New Mexico,17,Fresno State,24
09/08/1990,New Mexico State,24,Texas-El Paso,27
09/08/1990,Nicholls State,21,Louisiana-Lafayette,24
09/08/1990,North Carolina,5,South Carolina,27
09/08/1990,North Carolina State,13,Georgia Tech,21
09/08/1990,Northern Illinois,14,Nebraska,60
09/08/1990,Northern Iowa,6,Iowa State,35
09/08/1990,Oklahoma,34,UCLA,14
09/08/1990,Oklahoma State,7,Florida,50
09/08/1990,Oregon State,12,Kansas,38
09/08/1990,Richmond,17,Navy,28
09/08/1990,Sacramento State,33,Pacific,41
09/08/1990,San Diego State,21,Oregon,42
09/08/1990,San Jose State,17,Washington,20
09/08/1990,Southern Mississippi,27,Alabama,24
09/08/1990,Temple,9,Syracuse,19
09/08/1990,Tennessee,40,Mississippi State,7
09/08/1990,Texas,17,Penn State,13
09/08/1990,Texas Christian,20,Missouri,19
09/08/1990,Texas Tech,10,Ohio State,17
09/08/1990,Toledo,20,Miami (Ohio),14
09/08/1990,Tulane,21,Rice,10
09/08/1990,Utah,35,Minnesota,29
09/08/1990,Vanderbilt,7,Southern Methodist,44
09/08/1990,Western Illinois,6,Kansas State,27
09/08/1990,Western Michigan,24,Eastern Michigan,27
09/08/1990,Wyoming,34,Washington State,13
09/13/1990,Houston,51,Texas Tech,35
09/15/1990,Arizona,25,New Mexico,10
09/15/1990,Arkansas State,27,Wyoming,34
09/15/1990,Auburn,24,Mississippi,10
09/15/1990,Austin Peay,0,Temple,28
09/15/1990,Ball State,7,Wisconsin,24
09/15/1990,Central Michigan,14,Akron,14
09/15/1990,Cincinnati,10,Iowa,63
09/15/1990,Citadel,7,Air Force,10
09/15/1990,Clemson,18,Maryland,17
09/15/1990,Colgate,17,Rutgers,28
09/15/1990,Colorado,22,Illinois,23
09/15/1990,Colorado State,20,Arizona State,31
09/15/1990,Connecticut,21,North Carolina,48
09/15/1990,Florida,17,Alabama,13
09/15/1990,Fresno State,31,Utah,7
09/15/1990,Fullerton State,13,Mississippi State,27
09/15/1990,Georgia Southern,6,Florida State,48
09/15/1990,Holy Cross,7,Army,24
09/15/1990,Idaho,23,Oregon,55
09/15/1990,Indiana,45,Kentucky,24
09/15/1990,Iowa State,16,Minnesota,20
09/15/1990,Kansas,16,Louisville,28
09/15/1990,Long Beach State,20,San Diego State,38
09/15/1990,Louisiana Tech,21,Western Michigan,27
09/15/1990,Louisiana-Lafayette,14,Texas A&M,63
09/15/1990,Miami (Florida),52,California,24
09/15/1990,Miami (Ohio),7,Louisiana State,35
09/15/1990,Michigan,24,Notre Dame,28
09/15/1990,Michigan State,23,Syracuse,23
09/15/1990,Navy,14,Virginia,56
09/15/1990,Nevada-Las Vegas,45,Oregon State,20
09/15/1990,New Mexico State,7,Kansas State,52
09/15/1990,Northern Illinois,14,Toledo,23
09/15/1990,Northern Iowa,23,Oklahoma State,33
09/15/1990,Ohio,18,Eastern Michigan,21
09/15/1990,Ohio State,31,Boston College,10
09/15/1990,Penn State,14,Southern California,19
09/15/1990,Pittsburgh,10,Oklahoma,52
09/15/1990,San Jose State,28,Pacific,14
09/15/1990,Southern Methodist,7,Tulane,43
