10/01/1884,Wesleyan,0,Yale,31
10/08/1884,Princeton,4,Stevens,0
10/10/1884,Princeton,23,Rutgers,5
10/11/1884,Stevens,0,Yale,96
10/15/1884,Columbia,5,Rutgers,35
10/15/1884,Wesleyan,2,Princeton,22
10/18/1884,M.I.T.,5,Harvard,43
10/18/1884,Rutgers,0,Princeton,35
10/18/1884,Wesleyan,0,Yale,63
10/20/1884,Stevens Alumni,0,Stevens,15
10/22/1884,Pennsylvania,4,Harvard,0
10/22/1884,Yale,76,Rutgers,10
10/25/1884,Harvard,42,M.I.T.,0
10/25/1884,Lehigh,0,Lafayette,50
10/25/1884,Princeton,31,Pennsylvania,0
10/25/1884,Yale,113,Dartmouth,0
10/29/1884,Lafayette,0,Princeton,140
10/29/1884,Trinity (Connecticut),0,Harvard,67
10/29/1884,Wesleyan,11,Stevens,0
11/01/1884,Harvard,0,Wesleyan,16
11/01/1884,Lafayette,0,Pennsylvania,21
11/01/1884,Lehigh,0,Rutgers,61
11/01/1884,Stevens,0,Princeton,58
11/05/1884,Wesleyan,0,Yale,46
11/05/1884,Williams,0,Harvard,23
11/08/1884,Harvard,20,Ottawa,6
11/08/1884,Johns Hopkins,0,Princeton,57
11/08/1884,Lafayette,0,Rutgers,26
11/08/1884,Stevens,0,Pennsylvania,30
11/12/1884,Harvard,29,Dartmouth,0
11/12/1884,Lafayette,34,Lehigh,4
11/15/1884,Haverford,36,Lehigh,12
11/15/1884,Johns Hopkins,0,Pennsylvania,33
11/15/1884,Stevens,18,Lafayette,4
11/15/1884,Tufts,0,Harvard,51
11/15/1884,Wesleyan,31,Rutgers,0
11/18/1884,Yale/Princeton/Harvard Grads,4,Stevens,24
11/19/1884,Princeton,36,Harvard,6
11/19/1884,Yale Alumni,0,Yale,18
11/20/1884,Pennsylvania Alumni,16,Pennsylvania,16
11/22/1884,Harvard,0,Yale,52
11/27/1884,Lafayette,0,Stevens,52
11/27/1884,Princeton,0,Yale,0
11/27/1884,Wesleyan,12,Pennsylvania,14
