09/11/1965,Hawaii,12,Utah State,31
09/11/1965,Montana,13,Utah,28
09/11/1965,Tulsa,14,Houston,0
09/17/1965,Minnesota,20,Southern California,20
09/17/1965,San Jose State,6,Stanford,26
09/18/1965,Air Force,14,Wyoming,31
09/18/1965,Alabama,17,Georgia,18
09/18/1965,Arizona,16,Utah,9
09/18/1965,Army,0,Tennessee,21
09/18/1965,Baylor,14,Auburn,8
09/18/1965,Brigham Young,24,Arizona State,6
09/18/1965,Buffalo,6,Boston College,18
09/18/1965,Colorado,0,Wisconsin,0
09/18/1965,Dayton,0,Cincinnati,28
09/18/1965,Drake,0,Iowa State,21
09/18/1965,Duke,21,Virginia,7
09/18/1965,Florida,24,Northwestern,14
09/18/1965,Frederick,14,Furman,51
09/18/1965,George Washington,21,Temple,13
09/18/1965,Georgia Tech,10,Vanderbilt,10
09/18/1965,Hawaii,6,Colorado State,54
09/18/1965,Idaho,9,Washington,14
09/18/1965,Kansas,7,Texas Tech,26
09/18/1965,Kansas State,7,Indiana,19
09/18/1965,Kent,14,Xavier,21
09/18/1965,Kentucky,7,Missouri,0
09/18/1965,Lafayette,0,Colgate,40
09/18/1965,Los Angeles State,0,Bowling Green State,21
09/18/1965,Louisiana Tech,0,Rice,14
09/18/1965,Louisville,13,Western Michigan,17
09/18/1965,Miami (Ohio),0,Purdue,38
09/18/1965,Michigan,31,North Carolina,24
09/18/1965,Mississippi,34,Memphis,14
09/18/1965,Mississippi State,36,Houston,0
09/18/1965,Morehead State,12,Marshall,22
09/18/1965,New Mexico State,27,Texas-Arlington,10
09/18/1965,North Carolina State,7,Clemson,21
09/18/1965,North Texas,15,Texas-El Paso,61
09/18/1965,Notre Dame,48,California,6
09/18/1965,Oklahoma State,14,Arkansas,28
09/18/1965,Oregon,17,Pittsburgh,15
09/18/1965,Oregon State,12,Illinois,10
09/18/1965,Pacific,6,San Diego State,46
09/18/1965,Presbyterian,0,Davidson,35
09/18/1965,South Carolina,13,Citadel,3
09/18/1965,Southeastern Louisiana,0,Southern Mississippi,15
09/18/1965,Southern Methodist,7,Miami (Florida),3
09/18/1965,Syracuse,14,Navy,6
09/18/1965,Texas A&M,0,Louisiana State,10
09/18/1965,Texas Christian,14,Nebraska,34
09/18/1965,Toledo,9,Villanova,7
09/18/1965,Tulane,0,Texas,31
09/18/1965,UCLA,3,Michigan State,13
09/18/1965,Virginia Military Institute,21,William & Mary,32
