09/17/1932,California-Davis,6,California,20
09/17/1932,King George,6,Virginia Military Institute,18
09/17/1932,Middle Tennessee State,0,Sewanee,12
09/17/1932,North Texas,2,Texas Christian,14
09/17/1932,Olympic Club,0,Stanford,6
09/17/1932,Oregon State,19,Gonzaga,16
09/17/1932,Panhandle State,0,Texas Tech,44
09/17/1932,Phillips,0,Oklahoma State,13
09/17/1932,West Coast Navy,0,California,13
09/17/1932,William & Mary,6,Roanoke,0
09/23/1932,Auburn,61,Birmingham-Southern,0
09/23/1932,Ball State,12,Butler,13
09/23/1932,California-Davis,0,UCLA,26
09/23/1932,Montana State,0,Brigham Young,6
09/23/1932,Pacific (Oregon),6,Oregon,26
09/23/1932,Presbyterian,0,Clemson,13
09/23/1932,West Virginia,0,Duquesne,3
09/24/1932,Albertson,0,Washington State,40
09/24/1932,Alma,0,Michigan State,93
09/24/1932,Anaconda Anodes,0,Montana,25
09/24/1932,Appalachian State,0,North Carolina State,38
09/24/1932,Arizona,19,Occidental,0
09/24/1932,Buffalo,0,Cornell,72
09/24/1932,Central Oklahoma,0,Oklahoma State,0
09/24/1932,Citadel,19,Erskine,0
09/24/1932,Clarkson,6,Syracuse,13
09/24/1932,Colorado Mines,7,Denver,13
09/24/1932,Daniel Baker,0,Texas,26
09/24/1932,Davidson,0,Duke,13
09/24/1932,El Paso National Guard,0,New Mexico State,66
09/24/1932,Fort Hays State,0,Northern Colorado,7
09/24/1932,George Washington,18,Washington & Lee,0
09/24/1932,Gonzaga,7,Washington,19
09/24/1932,Hampden-Sydney,0,Virginia,32
09/24/1932,Hendrix,0,Arkansas,0
09/24/1932,Idaho State,0,Utah State,32
09/24/1932,Mercer,7,Vanderbilt,20
09/24/1932,Middlebury,0,Columbia,51
09/24/1932,Monmouth,0,Chicago,41
09/24/1932,North Texas,0,Southern Methodist,0
09/24/1932,Norwich,0,Dartmouth,73
09/24/1932,Ohio Northern,0,Pittsburgh,47
09/24/1932,Rhodes,6,Alabama,45
09/24/1932,Roanoke,7,Virginia Tech,32
09/24/1932,Santa Clara,12,California,0
09/24/1932,Sewanee,3,South Carolina,7
09/24/1932,Simpson,0,Iowa State,21
09/24/1932,Southern Mississippi,0,Mississippi,49
09/24/1932,St. Lawrence,0,Colgate,41
09/24/1932,St. Mary's,20,West Coast Army,0
09/24/1932,St. Thomas,0,Bucknell,35
09/24/1932,Stanford,20,San Francisco,7
09/24/1932,Tennessee,13,Tennessee-Chattanooga,0
09/24/1932,Texas A&M,7,Texas Tech,0
09/24/1932,Texas A&M-Kingsville,0,Rice,20
09/24/1932,Texas Christian,3,Louisiana State,3
09/24/1932,Ursinus,2,Villanova,26
09/24/1932,Utah,0,Southern California,35
09/24/1932,Virginia Military Institute,0,Kentucky,23
09/24/1932,Wake Forest,0,North Carolina,0
09/24/1932,Whitman,0,Idaho,49
09/24/1932,Wichita State,0,Kansas State,26
09/24/1932,Willamette,0,Oregon State,32
09/24/1932,William & Mary,27,Randolph-Macon,13
09/25/1932,Washington (Maryland),0,Maryland,63
09/30/1932,Eastern Michigan,7,Detroit Mercy,13
09/30/1932,Idaho,0,UCLA,6
09/30/1932,Kansas,13,Denver,12
10/01/1932,Albright,6,Bucknell,13
10/01/1932,Amherst,0,Princeton,22
10/01/1932,Baltimore,0,Fordham,69
10/01/1932,Bates,0,Yale,0
10/01/1932,Bradley,7,Iowa,31
10/01/1932,Brigham Young,28,Western State,6
10/01/1932,Buffalo,0,Harvard,66
10/01/1932,Casa Blanca Indians,0,Arizona State,99
10/01/1932,Case,0,Colgate,27
10/01/1932,Centenary,13,Texas,6
10/01/1932,Chadron State,6,Wyoming,28
10/01/1932,Clemson,14,Georgia Tech,32
10/01/1932,Coe,0,Illinois,13
10/01/1932,Colorado,31,Colorado Mines,0
10/01/1932,Colorado College,6,Utah,54
10/01/1932,Colorado State,12,Northern Colorado,0
10/01/1932,Daniel Baker,0,Texas Christian,55
10/01/1932,Duke,44,Virginia Military Institute,0
10/01/1932,Erskine,0,Auburn,77
10/01/1932,Franklin & Marshall,0,Pennsylvania,38
10/01/1932,Furman,0,Army,13
10/01/1932,Geneva,0,Carnegie Tech,7
10/01/1932,George Washington,24,Westminster (Pennsylvania),0
10/01/1932,Gonzaga,61,Dakota Wesleyan,6
10/01/1932,Haskell,0,Creighton,6
10/01/1932,Hobart,0,New York University,33
10/01/1932,Kansas State,13,Purdue,29
10/01/1932,Lafayette,6,Muhlenberg,0
10/01/1932,Lebanon Valley,0,Penn State,27
10/01/1932,Lehigh,6,Columbia,41
10/01/1932,Louisiana State,8,Rice,10
10/01/1932,Loyola Marymount,33,Arizona,6
10/01/1932,Marquette,2,Wisconsin,7
10/01/1932,Maryland,6,Virginia,7
10/01/1932,McKendree,0,St. Louis,25
10/01/1932,Miami (Ohio),7,Illinois,20
10/01/1932,Michigan State,0,Michigan,26
10/01/1932,Mississippi,0,Tennessee,33
10/01/1932,Mississippi State,0,Alabama,53
10/01/1932,Missouri,0,Northwestern,27
10/01/1932,Missouri-Rolla,20,Arkansas,19
10/01/1932,Montana,13,Washington,26
10/01/1932,Montana State,0,Utah State,26
10/01/1932,Morningside,0,Iowa State,32
10/01/1932,Mount St. Mary's,0,Georgetown,26
10/01/1932,Nevada,0,St. Mary's,35
10/01/1932,New Mexico State,0,San Diego Marines,12
10/01/1932,Niagara,0,Cornell,7
10/01/1932,North Carolina State,9,Richmond,0
10/01/1932,Ohio,6,Indiana,7
10/01/1932,Ohio Wesleyan,7,Ohio State,34
10/01/1932,Olympic Club,6,California,22
10/01/1932,Pittsburgh,40,West Virginia,0
