09/15/1955,Newberry,14,Furman,0
09/16/1955,Davidson,26,Catawba,0
09/16/1955,North Dakota State,6,Drake,21
09/16/1955,San Jose State,13,Utah State,0
09/16/1955,Texas A&M,0,UCLA,21
09/17/1955,Arizona State,20,Wichita State,20
09/17/1955,Brigham Young,0,Oregon State,33
09/17/1955,California,7,Pittsburgh,27
09/17/1955,Colorado State,7,Arizona,20
09/17/1955,Denver,19,Iowa State,7
09/17/1955,Hardin-Simmons,7,Baylor,35
09/17/1955,Hawaii,6,Nebraska,0
09/17/1955,Idaho,7,Washington,14
09/17/1955,Kansas,14,Texas Christian,47
09/17/1955,Kentucky,7,Louisiana State,19
09/17/1955,Maryland,13,Missouri,12
09/17/1955,Miami (Florida),6,Georgia Tech,14
09/17/1955,Mississippi,26,Georgia,13
09/17/1955,Mississippi State,14,Florida,20
09/17/1955,Montana,12,Houston,54
09/17/1955,New Mexico State,7,New Mexico,14
09/17/1955,North Carolina State,0,Florida State,7
09/17/1955,Oregon,14,Utah,13
09/17/1955,Pacific,14,Stanford,33
09/17/1955,Presbyterian,0,Clemson,33
09/17/1955,Randolph-Macon,6,Richmond,33
09/17/1955,Texas A&M-Corpus Christi,0,West Texas A&M,46
09/17/1955,Texas Tech,20,Texas,14
09/17/1955,Tulsa,6,Arkansas,21
09/17/1955,Virginia Military Institute,7,Tulane,20
09/17/1955,Virginia Tech,0,Wake Forest,13
09/17/1955,Washington State,12,Southern California,50
09/17/1955,Wofford,7,South Carolina,26
09/17/1955,Wyoming,38,Kansas State,20
09/23/1955,Drake,7,Denver,33
09/23/1955,Hawaii,0,San Jose State,34
09/23/1955,Oregon,15,Southern California,42
09/23/1955,Toledo,12,Detroit Mercy,7
09/24/1955,Alabama,0,Rice,20
09/24/1955,Arizona,0,Colorado,14
09/24/1955,Baylor,19,Villanova,2
09/24/1955,Boston University,0,Penn State,35
09/24/1955,Brandeis,0,Boston College,27
09/24/1955,Brown,12,Columbia,14
09/24/1955,Clemson,20,Virginia,7
09/24/1955,Connecticut,0,Yale,14
09/24/1955,Dartmouth,20,Colgate,21
09/24/1955,Dayton,15,Cincinnati,14
09/24/1955,Duke,33,North Carolina State,7
09/24/1955,Elon,18,Citadel,26
09/24/1955,Furman,0,Army,81
09/24/1955,George Washington,25,Virginia Military Institute,6
09/24/1955,Georgia Tech,14,Florida,7
09/24/1955,Hardin-Simmons,19,Tulsa,41
09/24/1955,Illinois,20,California,13
09/24/1955,Kansas State,7,Iowa,28
09/24/1955,Lehigh,6,Cornell,14
09/24/1955,Los Angeles State,0,Brigham Young,33
09/24/1955,Louisiana State,0,Texas A&M,28
09/24/1955,Marquette,14,Wisconsin,28
09/24/1955,McMurry,0,West Texas A&M,6
09/24/1955,Miami (Ohio),25,Northwestern,14
09/24/1955,Michigan State,20,Indiana,13
09/24/1955,Midwestern Texas State,7,Arizona State,28
09/24/1955,Mississippi,14,Kentucky,21
09/24/1955,Mississippi State,13,Tennessee,7
09/24/1955,Missouri,7,Michigan,42
09/24/1955,Montana,6,Wyoming,35
09/24/1955,Nebraska,20,Ohio State,28
09/24/1955,New Mexico,0,Colorado State,25
09/24/1955,New Mexico Highlands,19,New Mexico State,12
09/24/1955,North Texas,7,Texas-El Paso,7
09/24/1955,Oklahoma,13,North Carolina,6
09/24/1955,Oklahoma State,0,Arkansas,21
09/24/1955,Pacific,7,Purdue,14
09/24/1955,Pittsburgh,22,Syracuse,12
09/24/1955,Richmond,12,West Virginia,33
09/24/1955,Rutgers,7,Princeton,41
09/24/1955,South Carolina,19,Wake Forest,34
09/24/1955,Southern Methodist,0,Notre Dame,17
09/24/1955,Stanford,0,Oregon State,10
09/24/1955,Temple,7,Holy Cross,42
09/24/1955,Tennessee-Chattanooga,6,Auburn,15
09/24/1955,Texas Christian,32,Texas Tech,0
09/24/1955,Tulane,21,Texas,35
09/24/1955,UCLA,0,Maryland,7
09/24/1955,Utah,20,Idaho,13
09/24/1955,Utah State,0,Wichita State,19
09/24/1955,Vanderbilt,13,Georgia,14
09/24/1955,Virginia Tech,33,Pennsylvania,0
09/24/1955,Washington,30,Minnesota,0
09/24/1955,Washington State,0,Kansas,13
09/24/1955,William & Mary,0,Navy,7
09/30/1955,Florida State,0,Miami (Florida),34
09/30/1955,Northern Iowa,21,Drake,14
09/30/1955,Texas,7,Southern California,19
09/30/1955,Wichita State,0,Detroit Mercy,41
10/01/1955,Alabama,6,Vanderbilt,21
10/01/1955,Brigham Young,13,Montana,27
10/01/1955,Brown,20,Yale,27
10/01/1955,Cincinnati,13,Pacific,27
10/01/1955,Citadel,2,Davidson,6
10/01/1955,Colgate,21,Cornell,6
10/01/1955,Columbia,7,Princeton,20
10/01/1955,Connecticut,10,Boston University,7
10/01/1955,Denver,19,Colorado State,20
10/01/1955,Duke,21,Tennessee,0
10/01/1955,Florida,0,Auburn,13
10/01/1955,Furman,6,Wofford,27
10/01/1955,George Washington,13,Virginia,0
10/01/1955,Georgia,7,Clemson,26
10/01/1955,Holy Cross,29,Dartmouth,21
10/01/1955,Houston,3,Texas A&M,21
10/01/1955,Idaho,14,Arizona,47
10/01/1955,Indiana,0,Notre Dame,19
10/01/1955,Iowa,14,Wisconsin,37
10/01/1955,Iowa State,0,Illinois,40
10/01/1955,Kansas,0,Colorado,12
10/01/1955,Louisiana State,20,Rice,20
10/01/1955,Maryland,20,Baylor,6
10/01/1955,Massachusetts,6,Harvard,60
10/01/1955,Memphis,0,Mississippi State,33
10/01/1955,Michigan State,7,Michigan,14
10/01/1955,Midwestern Texas State,0,West Texas A&M,34
10/01/1955,Navy,26,South Carolina,0
10/01/1955,Nebraska,16,Kansas State,0
