09/14/1957,East Tennessee State,7,Furman,13
09/14/1957,Hawaii,12,Utah State,26
09/14/1957,McMurry,7,West Texas A&M,20
09/14/1957,Richmond,40,East Carolina,7
09/20/1957,Air Force,0,UCLA,47
09/20/1957,Davidson,26,Catawba,7
09/20/1957,Virginia Tech,14,Tulane,13
09/21/1957,Arizona State,28,Wichita State,0
09/21/1957,Brigham Young,14,Arizona,14
09/21/1957,Colorado,6,Washington,6
09/21/1957,Dayton,13,Cincinnati,13
09/21/1957,Denver,0,Iowa State,10
09/21/1957,Duke,26,South Carolina,14
09/21/1957,Furman,7,Florida State,27
09/21/1957,George Washington,7,William & Mary,0
09/21/1957,Hardin-Simmons,14,Tulsa,0
09/21/1957,Kansas,13,Texas Christian,13
09/21/1957,Kansas State,7,Wyoming,12
09/21/1957,Kentucky,0,Georgia Tech,13
09/21/1957,Marquette,0,Detroit Mercy,14
09/21/1957,Maryland,13,Texas A&M,21
09/21/1957,Miami (Florida),0,Houston,7
09/21/1957,Mississippi,44,Trinity (Texas),0
09/21/1957,Missouri,7,Vanderbilt,7
09/21/1957,Montana,13,Utah,32
09/21/1957,Navy,46,Boston College,6
09/21/1957,New Mexico State,7,New Mexico,25
09/21/1957,Newberry,0,Citadel,0
09/21/1957,North Carolina State,7,North Carolina,0
09/21/1957,North Texas,13,Texas-El Paso,14
09/21/1957,Northern Iowa,12,Drake,34
09/21/1957,Oklahoma,26,Pittsburgh,0
09/21/1957,Oklahoma State,0,Arkansas,12
09/21/1957,Oregon,9,Idaho,6
09/21/1957,Pacific,32,San Diego State,6
09/21/1957,Presbyterian,0,Clemson,66
09/21/1957,Randolph-Macon,0,Richmond,40
09/21/1957,Rice,20,Louisiana State,14
09/21/1957,San Jose State,7,Stanford,46
09/21/1957,Southern California,0,Oregon State,20
09/21/1957,Southern Methodist,13,California,6
09/21/1957,Texas,26,Georgia,7
09/21/1957,Villanova,0,Baylor,7
09/21/1957,Virginia,6,West Virginia,6
09/21/1957,Virginia Military Institute,7,Tampa,0
09/21/1957,Washington State,34,Nebraska,12
09/21/1957,West Texas A&M,19,Texas Tech,0
09/27/1957,Citadel,13,George Washington,6
09/27/1957,Illinois,6,UCLA,16
09/27/1957,San Jose State,27,Denver,20
09/28/1957,Alabama,0,Louisiana State,28
09/28/1957,Arizona,13,Missouri,35
09/28/1957,Auburn,7,Tennessee,0
09/28/1957,Brigham Young,7,Kansas State,36
09/28/1957,Cal Poly-San Luis Obispo,10,New Mexico State,8
09/28/1957,California,7,Washington State,13
09/28/1957,Cincinnati,19,Wichita State,13
09/28/1957,Clemson,0,North Carolina,26
09/28/1957,Colgate,14,Cornell,13
09/28/1957,Columbia,23,Brown,20
