08/23/2003,California,28,Kansas State,42
08/23/2003,Grambling State,0,San Jose State,29
08/28/2003,East Tennessee State,21,Eastern Michigan,28
08/28/2003,Eastern Kentucky,13,Bowling Green State,63
08/28/2003,Florida Atlantic,20,Middle Tennessee State,19
08/28/2003,Georgia Tech,13,Brigham Young,24
08/28/2003,Indiana State,7,Ball State,31
08/28/2003,Kent,41,Akron,38
08/28/2003,Maryland,13,Northern Illinois,20
08/28/2003,Miami (Florida),48,Louisiana Tech,9
08/28/2003,Sacramento State,7,Oregon State,40
08/28/2003,Southeast Missouri State,3,Ohio,17
08/28/2003,Utah State,20,Utah,40
08/29/2003,Toledo,18,Nevada-Las Vegas,28
08/30/2003,Alabama-Birmingham,24,Baylor,19
08/30/2003,Appalachian State,17,Hawaii,40
08/30/2003,Arkansas State,11,Texas A&M,26
08/30/2003,Buffalo,10,Rutgers,24
08/30/2003,Central Michigan,7,Michigan,45
08/30/2003,Colorado,42,Colorado State,35
08/30/2003,Duke,0,Virginia,27
08/30/2003,Eastern Washington,9,San Diego State,19
08/30/2003,Florida State,37,North Carolina,0
08/30/2003,Fresno State,6,Tennessee,24
08/30/2003,Georgia,30,Clemson,0
08/30/2003,Hofstra,21,Marshall,45
08/30/2003,Illinois,15,Missouri,22
08/30/2003,Indiana,10,Connecticut,34
08/30/2003,Louisiana-Lafayette,7,South Carolina,14
08/30/2003,Louisiana-Monroe,7,Louisiana State,49
08/30/2003,Miami (Ohio),3,Iowa,21
08/30/2003,Mississippi,24,Vanderbilt,21
08/30/2003,Montana State,10,Wyoming,21
08/30/2003,North Texas,3,Oklahoma,37
08/30/2003,Northern Iowa,10,Iowa State,17
08/30/2003,Northwestern,28,Kansas,20
08/30/2003,Oklahoma State,7,Nebraska,17
08/30/2003,Oregon,42,Mississippi State,34
08/30/2003,Rice,14,Houston,48
08/30/2003,San Jose State,3,Florida,65
08/30/2003,South Florida,17,Alabama,40
08/30/2003,Southern California,23,Auburn,0
08/30/2003,Southern Methodist,10,Texas Tech,58
08/30/2003,Southern Mississippi,2,California,34
08/30/2003,Southern Utah,23,Nevada,24
08/30/2003,Temple,10,Penn State,23
08/30/2003,Tennessee Tech,10,Memphis,40
08/30/2003,Texas State,8,New Mexico,72
08/30/2003,Texas-El Paso,7,Arizona,42
08/30/2003,Troy,5,Kansas State,41
08/30/2003,Tulsa,10,Minnesota,49
08/30/2003,Virginia Military Institute,10,Navy,37
08/30/2003,Wake Forest,32,Boston College,28
08/30/2003,Washington,9,Ohio State,28
08/30/2003,Washington State,25,Idaho,0
08/30/2003,Western Carolina,20,North Carolina State,59
08/30/2003,Western Michigan,21,Michigan State,26
08/30/2003,Wisconsin,24,West Virginia,17
08/30/2003,Wofford,0,Air Force,49
08/31/2003,Central Florida,28,Virginia Tech,49
08/31/2003,Louisville,40,Kentucky,24
08/31/2003,New Mexico State,7,Texas,66
09/01/2003,East Carolina,3,Cincinnati,40
09/01/2003,Texas Christian,38,Tulane,35
09/04/2003,Southern Mississippi,17,Alabama-Birmingham,12
09/04/2003,Western Illinois,34,Eastern Michigan,12
09/05/2003,Oregon State,14,Fresno State,16
09/06/2003,Air Force,22,Northwestern,21
09/06/2003,Akron,31,Wisconsin,48
09/06/2003,Auburn,3,Georgia Tech,17
09/06/2003,Baylor,14,North Texas,52
09/06/2003,Boston College,27,Penn State,14
09/06/2003,Bowling Green State,27,Purdue,26
09/06/2003,Brigham Young,18,Southern California,35
09/06/2003,Buffalo,7,Iowa,56
09/06/2003,Cal Poly-San Luis Obispo,34,Texas-El Paso,13
09/06/2003,Colorado State,23,California,21
09/06/2003,Connecticut,48,Army,21
09/06/2003,Eastern Washington,8,Idaho,5
09/06/2003,Florida,33,Miami (Florida),38
09/06/2003,Furman,17,Clemson,28
09/06/2003,Houston,3,Michigan,50
09/06/2003,Idaho State,0,Boise State,62
09/06/2003,Illinois State,22,Illinois,49
09/06/2003,Indiana,13,Washington,38
09/06/2003,James Madison,0,Virginia Tech,43
09/06/2003,Kent,3,Pittsburgh,43
09/06/2003,Liberty,3,Toledo,49
09/06/2003,Louisiana State,59,Arizona,13
09/06/2003,Louisiana Tech,34,Louisiana-Lafayette,3
09/06/2003,Marshall,24,Tennessee,34
09/06/2003,Maryland,10,Florida State,35
09/06/2003,McNeese State,14,Kansas State,55
09/06/2003,Middle Tennessee State,10,Georgia,29
09/06/2003,Mississippi,34,Memphis,44
09/06/2003,Missouri,35,Ball State,7
09/06/2003,Murray State,6,Kentucky,37
